"","COMMON_NAME","SCIENTIFIC_NAME","ID_RANK","WORMS"
"536","bigmouth sculpin","Hemitripterus bolini","species",254541
"537","giant scale worm","Eunoe nodosa","species",130745
"538","variegated snailfish","Liparis gibbus","species",159526
"539","helmet whelk","Clinopegma magnum","species",490909
"540","sea mouse unid.","Aphroditidae","family",938
"541","Greenland turbot","Reinhardtius hippoglossoides","species",127144
"542","wattled eelpout","Lycodes palearis","species",254585
"543","flathead sole","Hippoglossoides elassodon","species",274289
"544",NA,"Argis sp.","genus",107006
"545","walleye pollock","Gadus chalcogrammus","species",300735
"546","peachskin snailfish","Careproctus scottae","species",274470
"547","empty bivalve shells",NA,NA,NA
"548","purple-orange sea star","Asterias amurensis","species",254497
"549","red king crab","Paralithodes camtschaticus","species",233889
"550","Arctic surfclam","Mactromeris polynyma","species",156863
"551","Pacific halibut","Hippoglossus stenolepis","species",274290
"552","Pacific halibut","Hippoglossus stenolepis","species",274290
"553","butter sole","Isopsetta isolepis","species",281189
"554","mottled anemone","Urticina crassicornis","species",100832
"555","Pacific cod","Gadus macrocephalus","species",254538
"556","purple-orange sea star","Asterias amurensis","species",254497
"557","Pacific lyre crab","Hyas lyratus","species",442167
"558","Pacific herring","Clupea pallasii","species",151159
"559","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"560","plain sculpin","Myoxocephalus jaok","species",254527
"561","wattled eelpout","Lycodes palearis","species",254585
"562","keeled Aforia","Aforia circinata","species",432904
"563","flathead sole","Hippoglossoides elassodon","species",274289
"564","walleye pollock","Gadus chalcogrammus","species",300735
"565","splendid hermit","Labidochirus splendescens","species",248348
"566","purple-orange sea star","Asterias amurensis","species",254497
"567","empty gastropod shells",NA,NA,NA
"568","depressed scale worm","Eunoe depressa","species",254455
"569","northern rock sole","Lepidopsetta polyxystra","species",281307
"570","jellyfish unid.","Scyphozoa","class",135220
"571","eulachon","Thaleichthys pacificus","species",282959
"572","sea anemone unid.","Actiniaria","order",1360
"573","snail egg","Gastropoda egg","class",NA
"574","Pacific lyre crab","Hyas lyratus","species",442167
"575","Pacific halibut","Hippoglossus stenolepis","species",274290
"576",NA,"Urticina sp.","genus",100706
"577","brown rimmed jelly","Aurelia limbata","species",158199
"578","sturgeon poacher","Podothecus accipenserinus","species",254501
"579","empty gastropod shells",NA,NA,NA
"580","hairy hermit crab","Pagurus capillatus","species",254489
"581","skate egg case unid.","Rajiformes egg case",NA,NA
"582","hairy cockle","Ciliatocardium ciliatum","species",139000
"583","bigmouth sculpin","Hemitripterus bolini","species",254541
"584","basketstar","Gorgonocephalus eucnemis","species",124969
"585","brittlestar unid.","Ophiuroidea","class",123084
"586","northern rock sole","Lepidopsetta polyxystra","species",281307
"587","humpy shrimp","Pandalus goniurus","species",254483
"588","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"589","tentacle-shedding anemone","Liponema brevicorne","species",593074
"590","blackspined sea star","Lethasterias nanimensis","species",254499
"591","blackspined sea star","Lethasterias nanimensis","species",254499
"592","horsehair crab","Erimacrus isenbeckii","species",440405
"593","arrowtooth flounder","Atheresthes stomias","species",279792
"594","flathead sole","Hippoglossoides elassodon","species",274289
"595","walleye pollock","Gadus chalcogrammus","species",300735
"596","Pacific cod","Gadus macrocephalus","species",254538
"597","empty gastropod shells",NA,NA,NA
"598","blackspined sea star","Lethasterias nanimensis","species",254499
"599","red king crab","Paralithodes camtschaticus","species",233889
"600","flathead sole","Hippoglossoides elassodon","species",274289
"601","flathead sole","Hippoglossoides elassodon","species",274289
"602",NA,"Leptasterias polaris","species",125154
"603","Alaska skate","Arctoraja parmifera","species",1577324
"604","empty gastropod shells",NA,NA,NA
"605","blackspined sea star","Lethasterias nanimensis","species",254499
"606","sea raspberry","Gersemia sp.","genus",146953
"607",NA,"Chrysaora melanaster","species",287209
"608","basketstar","Gorgonocephalus eucnemis","species",124969
"609","Alaska skate","Arctoraja parmifera","species",1577324
"610","bigmouth sculpin","Hemitripterus bolini","species",254541
"611","knobbyhand hermit","Pagurus confragosus","species",366670
"612","Pacific cod","Gadus macrocephalus","species",254538
"613","Arctic Hiatella","Hiatella arctica","species",140103
"614","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"615","Aleutian alligatorfish","Aspidophoroides monopterygius","species",159459
"616","walleye pollock","Gadus chalcogrammus","species",300735
"617","Pacific herring","Clupea pallasii","species",151159
"618","walleye pollock","Gadus chalcogrammus","species",300735
"619","Pribilof whelk","Neptunea pribiloffensis","species",491185
"620","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"621","wattled eelpout","Lycodes palearis","species",254585
"622","Pacific cod","Gadus macrocephalus","species",254538
"623","walleye pollock","Gadus chalcogrammus","species",300735
"624","Bering beringius","Beringius behringii","species",160112
"625","peachskin snailfish","Careproctus scottae","species",274470
"626","snail egg","Gastropoda egg","class",NA
"627","longfinger hermit","Pagurus rathbuni","species",254491
"628","snow crab","Chionoecetes opilio","species",107315
"629",NA,"Leptasterias polaris","species",125154
"630","purple-orange sea star","Asterias amurensis","species",254497
"631","peachskin snailfish","Careproctus scottae","species",274470
"632","wattled eelpout","Lycodes palearis","species",254585
"633","Pacific cod","Gadus macrocephalus","species",254538
"634","arrowtooth flounder","Atheresthes stomias","species",279792
"635",NA,"Leptasterias polaris","species",125154
"636","helmet whelk","Clinopegma magnum","species",490909
"637","rose sea star","Crossaster papposus","species",124154
"638","longfinger hermit","Pagurus rathbuni","species",254491
"639","Bering beringius","Beringius behringii","species",160112
"640","Kamchatka flounder","Atheresthes evermanni","species",279791
"641","Bering skate","Bathyraja interrupta","species",271515
"642",NA,"Leptasterias arctica","species",369158
"643","peachskin snailfish","Careproctus scottae","species",274470
"644",NA,"Leptasterias polaris","species",125154
"645","snail egg","Gastropoda egg","class",NA
"646","polar whelk","Buccinum polare","species",138873
"647","Alaskan pink shrimp","Pandalus eous","species",515463
"648","Tanner crab","Chionoecetes bairdi","species",368558
"649","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"650","Tanner crab","Chionoecetes bairdi","species",368558
"651","basketstar","Gorgonocephalus eucnemis","species",124969
"652","Alaska great-tellin","Megangulus luteus","species",423511
"653","empty bivalve shells",NA,NA,NA
"654",NA,"Chrysaora melanaster","species",287209
"655","yellowfin sole","Limanda aspera","species",254562
"656","red king crab","Paralithodes camtschaticus","species",233889
"657","sea onion","Boltenia ovifera","species",103815
"658","fat whelk","Neptunea ventricosa","species",156264
"659","Aleutian hermit","Pagurus aleuticus","species",366647
"660","red king crab","Paralithodes camtschaticus","species",233889
"661","Pacific herring","Clupea pallasii","species",151159
"662","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"663","yellowfin sole","Limanda aspera","species",254562
"664","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"665","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"666","circumboreal toad crab","Hyas coarctatus","species",107323
"667","basketstar","Gorgonocephalus eucnemis","species",124969
"668","sawback poacher","Sarritor frenatus","species",254374
"669","ladder whelk","Buccinum scalariforme","species",138875
"670","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"671","spinyhead sculpin","Dasycottus setiger","species",280488
"672","Pacific cod","Gadus macrocephalus","species",254538
"673",NA,"Eunoe sp.","genus",129487
"674","Alaskan pink shrimp","Pandalus eous","species",515463
"675","hairy hermit crab","Pagurus capillatus","species",254489
"676",NA,"Strongylocentrotus sp.","genus",123390
"677","giant scale worm","Eunoe nodosa","species",130745
"678","sinuous whelk","Buccinum plectrum","species",160127
"679","basketstar","Gorgonocephalus eucnemis","species",124969
"680","spinyhead sculpin","Dasycottus setiger","species",280488
"681","red king crab","Paralithodes camtschaticus","species",233889
"682","threaded sculpin","Gymnocanthus pistilliger","species",254519
"683","spatulate sculpin","Icelus spatula","species",127200
"684","Bering skate","Bathyraja interrupta","species",271515
"685",NA,"Neptunea borealis","species",254478
"686","Alaska skate","Arctoraja parmifera","species",1577324
"687","longhead dab","Myzopsetta proboscidea","species",319505
"688","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"689","plain sculpin","Myoxocephalus jaok","species",254527
"690","pincushion sea star","Diplopteraster multipes","species",124128
"691","helmet crab","Telmessus cheiragonus","species",254360
"692","Pacific halibut","Hippoglossus stenolepis","species",274290
"693","Pacific halibut","Hippoglossus stenolepis","species",274290
"694","graceful decorator crab","Oregonia gracilis","species",442171
"695","rex sole","Glyptocephalus zachirus","species",274287
"696","orange-pink sea urchin","Strongylocentrotus fragilis","species",569742
"697","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"698","snail egg","Gastropoda egg","class",NA
"699",NA,"Buccinum sp.","genus",137701
"700","discordant mussel","Musculus discors","species",140472
"701","Pacific halibut","Hippoglossus stenolepis","species",274290
"702","snail egg","Gastropoda egg","class",NA
"703",NA,"Leptychaster anomalus","species",368318
"704","sponge unid.","Porifera","phylum",558
"705","ladder whelk","Buccinum scalariforme","species",138875
"706","oblique smoothcockle","Serripes notabilis","species",582751
"707","depressed scale worm","Eunoe depressa","species",254455
"708","snow crab","Chionoecetes opilio","species",107315
"709","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"710","snow crab","Chionoecetes opilio","species",107315
"711","sea peach","Halocynthia aurantium","species",250674
"712","snail egg","Gastropoda egg","class",NA
"713","ladder whelk","Buccinum scalariforme","species",138875
"714","purple-orange sea star","Asterias amurensis","species",254497
"715","wattled eelpout","Lycodes palearis","species",254585
"716","blackspined sea star","Lethasterias nanimensis","species",254499
"717","basketstar","Gorgonocephalus eucnemis","species",124969
"718","yellow Irish lord","Hemilepidotus jordani","species",254522
"719","Tanner crab","Chionoecetes bairdi","species",368558
"720","snail egg","Gastropoda egg","class",NA
"721","graceful decorator crab","Oregonia gracilis","species",442171
"722","snow crab","Chionoecetes opilio","species",107315
"723","ladder whelk","Buccinum scalariforme","species",138875
"724","Kamchatka flounder","Atheresthes evermanni","species",279791
"725","oblique smoothcockle","Serripes notabilis","species",582751
"726","jellyfish unid.","Scyphozoa","class",135220
"727","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"728","splendid hermit","Labidochirus splendescens","species",248348
"729","obscure sea star","Pteraster obscurus","species",124149
"730","giant scale worm","Eunoe nodosa","species",130745
"731","Pacific cod","Gadus macrocephalus","species",254538
"732","helmet whelk","Clinopegma magnum","species",490909
"733",NA,"Crangon sp.","genus",107007
"734","sea anemone unid.","Actiniaria","order",1360
"735",NA,"Crangon sp.","genus",107007
"736","thorny sculpin","Icelus spiniger","species",254525
"737","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"738","rusty moonsnail","Cryptonatica russa","species",580692
"739","angular whelk","Buccinum angulosum","species",138858
"740","Alaskan pink shrimp","Pandalus eous","species",515463
"741","Kamchatka flounder","Atheresthes evermanni","species",279791
"742","sea anemone unid.","Actiniaria","order",1360
"743",NA,"Leptasterias polaris","species",125154
"744","sponge unid.","Porifera","phylum",558
"745","hairy hermit crab","Pagurus capillatus","species",254489
"746","walleye pollock","Gadus chalcogrammus","species",300735
"747","sea potato","Styela rustica","species",103937
"748","sawback poacher","Sarritor frenatus","species",254374
"749","eastern Pacific bobtail","Rossia pacifica","species",346432
"750","basketstar","Gorgonocephalus eucnemis","species",124969
"751","walleye pollock","Gadus chalcogrammus","species",300735
"752","empty bivalve shells",NA,NA,NA
"753","keeled Aforia","Aforia circinata","species",432904
"754","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"755","empty bivalve shells",NA,NA,NA
"756","notched brittlestar","Ophiura sarsii","species",124934
"757","sea anemone unid.","Actiniaria","order",1360
